,company_x,company_y;
6667,Little Rocket,KNSRB;
6668,Little Rocket I Data + digitale innovatie,Klieverik;
6669,Little Rocket,Kodea;
6670,Little Rocket,Seezers;
6671,Lions Clubs International,SpaceBuzz;
6672,Koninklijke Grolsch,Dairy Australia;
6673,Koninklijke Grolsch,Revlon Inc.;
6674,Koninklijke Grolsch,du Gardijn Groep B.V.;
6675,Saxion University of Applied Sciences,De vegan specialist 🌱;
6676,Little Rocket,e-bot7 - AI for Customer Service;
6677,Koninklijke Grolsch,Leisurelands;
6678,Lions Clubs International,Singel Uitgeverijen;
6679,Koninklijke Grolsch,De Voorwerkers;
6680,little rocket,Clinical Trial Center (CTC) - Erasmus MC;
6681,Little Rocket,MobileIron;
6682,Little Rocket,Hey Growth;
6683,Koninklijke Grolsch,Catenon;
6684,Lions Clubs International,Politie Nederland;
6685,Koninklijke Grolsch,Zelfstandige;
6686,Lions Clubs International,Drukbedrijf.nl;
6687,Koninklijke Grolsch,FAK Nederland B.V.;
6688,Saxion University of Applied Sciences,Legamaster International B.V.;
6689,Koninklijke Grolsch,Esenzi Communicatie;
6690,Saxion University of Applied Sciences,VVD;
6691,Little Rocket,Vereniging Gehandicaptenzorg Nederland;
6692,Lions Clubs International,Vcare connect;
6693,Lions Clubs International,Bulldata.nl;
6694,Little Rocket,Van Liessum Makelaars;
6695,Little Rocket,Exsell;
6696,Lions Clubs International,AVEBE;
6697,Lions Clubs International,my own;
6698,Lions Clubs International,Plukon Food Group;
6699,Little Rocket I Data & Digital Innovation,Multi Ratio;
6700,Little Rocket,Limegreen;
6701,Koninklijke Grolsch,Storck;
6702,Lions Clubs International,Duimeland;
6703,Little Rocket I Data + digitale innovatie,JOGO.AI;
6704,Koninklijke Grolsch,Asahi Europe & International;
6705,Lions Clubs International,Little Rocket;
6706,Koninklijke Grolsch,thyssenkrupp Industrial Solutions AG / Business Unit Mining Technologies;
6707,Little Rocket | Data + digitale innovatie,Nedap Livestock Management;
6708,Koninklijke Grolsch,bol.com;
6709,Saxion University of Applied Sciences,ACT CMGT (Saxion Hogescholen);
6710,Saxion University of Applied Sciences,Moneybird;
6711,Little Rocket,Kemna Slagwerkentertrainment;
6712,Little Rocket,FC Twente;
6713,Koninklijke Grolsch,Alstom;
6714,Little Rocket,Optimum Performance B.V.;
6715,Little Rocket,Voetbal International;
6716,Koninklijke Grolsch,BlueConic;
6717,Little Rocket,EscuLine;
6718,Koninklijke Grolsch,InSites Consulting;
6719,Little Rocket,Royal Schiphol Group;
6720,Saxion University of Applied Sciences,Corins BV;
6721,Little Rocket,Quinn Energy;
6722,Little Rocket,Rodun Benelux B.V.;
6723,Little Rocket,Oost NL;
6724,Little Rocket I Data & Digital Innovation,Ontwerup;
"6725,Saxion University of Applied Sciences,""Sint maartenscollege, Voorburg""";
6726,Little Rocket,Green Orange digital marketing;
6727,Little Rocket | Data + digitale innovatie,Vitens;
6728,Lions Clubs International,Nederlandse vereniging van pedagogen en onderwijskundigen NVO;
6729,Koninklijke Grolsch,Green Fox Academy;
6730,Saxion University of Applied Sciences,Instituut Nijenkamp;
6731,Little Rocket,InGoedeBanen.nl;
6732,Lions Clubs International,JP van den Bent stichting;
6733,Saxion University of Applied Sciences,North Sails Apparel;
6734,Saxion University of Applied Sciences,Stichting Encour;
6735,Little Rocket,Sticky Bandits;
6736,Little Rocket,Storyteq | Creative Automation Platform;
6737,Little Rocket I Data + digitale innovatie,Cultuurcentrum Herberg de Pol;
6738,Lions Clubs International,DIKW Intelligence;
6739,Little Rocket I Data + digitale innovatie,Tom Morssink - leren en veranderen;
6740,Lions Clubs International,Velco Brandveiligheid;
6741,Saxion University of Applied Sciences,liliaiosilevich.com;
6742,Little Rocket | Data + digitale innovatie,Harrie Arendsen Volvo;
6743,Little Rocket | Data + digitale innovatie,2AssistU;
6744,Little Rocket,Jan Krul Caravans & Outdoor;
6745,Koninklijke Grolsch,BOS Brands;
6746,Little Rocket I Data + digitale innovatie,ControlBee;
6747,Lions Clubs International,ABNAMRO Bank N.V.;
6748,Saxion University of Applied Sciences,CITC Netherlands;
6749,Lions Clubs International,Engineero;
6750,Saxion University of Applied Sciences,Univé Verzekeringen;
6751,Koninklijke Grolsch,RTL;
6752,Saxion University of Applied Sciences,Technogym;
6753,Saxion University of Applied Sciences,Parenco B.V.;
6754,Little Rocket,GX Software;
6755,Little Rocket,Asito;
6756,Little Rocket | Data + digitale innovatie,Qredits Microfinanciering Nederland;
6757,Koninklijke Grolsch,Koninklijke Rotra Groep;
6758,Little Rocket,Gemeente Hof van Twente;
6759,Little Rocket,Carmel College Salland;
6760,Lions Clubs International,Ome Hans BV;
6761,Little Rocket,Infinity Pharma BV;
6762,Little Rocket,De Comafin Groep ;
6763,Lions Clubs International,Joost.;
6764,Koninklijke Grolsch,Art-Invest Real Estate Management GmbH & Co. KG;
6765,Little Rocket,RoyVarner.com;
6766,Saxion University of Applied Sciences,Morskieft Ontwerpers;
6767,Little Rocket I Data + digitale innovatie,Amsterdam Institute for Advanced Metropolitan Solutions (AMS Institute);
6768,Little Rocket | Data + digitale innovatie,DADIU;
6769,Lions Clubs International,postnl;
6770,Little Rocket | Data + digitale innovatie,Universiteit Twente;
6771,Saxion University of Applied Sciences,Landstede MBO;
6772,Koninklijke Grolsch,Internet Removals;
6773,Koninklijke Grolsch,HVG Law LLP;
6774,Little Rocket,THX;
6775,Lions Clubs International,Little Rocket | #1 Data Bureau - Analytics (Emerce 2021);
6776,Koninklijke Grolsch,Advising Anywhere;
6777,Little Rocket,Praktische Zaken Arnhem;
6778,Saxion University of Applied Sciences,Glocalmedia;
6779,Little Rocket,Provincie Gelderland;
6780,Little Rocket,Fusion Global Business Solutions;
6781,Saxion University of Applied Sciences,Teleperformance;
6782,Koninklijke Grolsch,FIOD;
6783,Little Rocket I Data + digitale innovatie,Little Rocket I Data + digitale innovatie;
"6784,Saxion University of Applied Sciences,""Saxion, University of Applied Science""";
6785,Little Rocket,Robitex - Gifts Premiums Promotionals;
6786,little rocket,Siers Groep Oldenzaal B.V.;
6787,Little Rocket,Remeha;
6788,Little Rocket,Marlien de Roo;
6789,Little Rocket I Data & Digital Innovation,Grand Café De Dominee;
6790,Koninklijke Grolsch,Stratech ;
6791,Little Rocket | Data + digitale innovatie,WIMM;
6792,Koninklijke Grolsch,Serestra Consulting;
6793,Koninklijke Grolsch,Ik Teken Jou Huis;
6794,Little Rocket,Turnvereniging Linea Recta;
6795,Little Rocket,Mantel;
6796,Little Rocket | Data + digitale innovatie,Pure Energie;
6797,Little Rocket,Tuincentrum Wolters;
6798,Saxion University of Applied Sciences,The HEINEKEN Company;
6799,Lions Clubs International,Herman Rutgers Interim Search;
6800,Little Rocket,Doula Marleen;
6801,Lions Clubs International,Masterphoto;
6802,Little Rocket,De Contentmaker;
6803,Koninklijke Grolsch,PostNL;
6804,Little Rocket,HU University of Applied Sciences Utrecht (Hogeschool Utrecht);
6805,Little Rocket,True B.V.;
6806,Little Rocket,Antea Group Nederland;
6807,Saxion University of Applied Sciences,BrabantZorg;
6808,Koninklijke Grolsch,Vastgoedservice Twente;
6809,Lions Clubs International,OLIERijk | Essential Oils & More;
6810,Lions Clubs International,Op10 logeren;
6811,Koninklijke Grolsch,LIFT Software;
6812,Little Rocket,AOG.jobs;
6813,Little Rocket,Ambiq;
6814,Little Rocket,Van der Valk Hotel Hengelo;
6815,Little Rocket,Café-Restaurant 'Het Wapen van Beckum' B.V.;
6816,Little Rocket | Data + digitale innovatie,Intellify;
6817,Koninklijke Grolsch,Ahold Delhaize;
6818,Saxion University of Applied Sciences,Heart for Health ICT;
6819,Little Rocket,octopusIT ;
6820,Little Rocket,Abbott;
6821,Little Rocket,Ziber;
6822,Koninklijke Grolsch,'t Hoogstraatje;
6823,little rocket,Ecare;
6824,Saxion University of Applied Sciences,Stedin;
6825,Saxion University of Applied Sciences,De Sport Fabrik;
6826,Little Rocket I Data & Digital Innovation,University of Groningen;
6827,Koninklijke Grolsch,Profession Finances;
6828,Koninklijke Grolsch,Ellab - Validation & Monitoring Solutions;
6829,Saxion University of Applied Sciences,Human Error Consultancy;
6830,Lions Clubs International,Velco brandbeveiliging bv;
6831,Lions Clubs International,Bosch & Berg Letselschade advocaten;
6832,Koninklijke Grolsch,itsme.;
6833,Little Rocket,Twentsch Vastgoed en Twentse Horeca.nl;
6834,Lions Clubs International,LAWFOX;
6835,Koninklijke Grolsch,Reukema;
"6836,Little Rocket,""Saxion, International Business School""";
6837,Little Rocket,Computron - Solipsis Managed Services;
6838,Little Rocket | Data + digitale innovatie,BIM4ALL;
6839,Little Rocket,Saxion University;
6840,Koninklijke Grolsch,JYSK;
6841,Saxion University of Applied Sciences,Instituut HIP;
6842,Saxion University of Applied Sciences,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties;
6843,Little Rocket,Vi4Office B.V.;
6844,Koninklijke Grolsch,European Investment Bank (EIB);
6845,Lions Clubs International,NView Beheer B.V.;
6846,Little Rocket,Crystalloids;
6847,Lions Clubs International,Team Selling Training;
6848,Little Rocket I Data + digitale innovatie,Infinity Plus Two Pty. Ltd.;
6849,Saxion University of Applied Sciences,InnoBrands®;
6850,Koninklijke Grolsch,Adwise - Your Digital Brain;
6851,Little Rocket,UWV;
6852,Koninklijke Grolsch,Bayer;
6853,Saxion University of Applied Sciences,Hard Rock Cafe Amsterdam;
6854,Little Rocket,Nedap Identification Systems;
"6855,Little Rocket,""Phion, Orkest van Gelderland & Overijssel""";
6856,Little Rocket,Regionale kenniskring CISO's;
6857,Little Rocket | Data + digitale innovatie,Babbage Company;
6858,Saxion University of Applied Sciences,Trendata - Real Life Market Insights;
6859,Lions Clubs International,Foto Village ;
6860,Saxion University of Applied Sciences,Overheid;
6861,Lions Clubs International,ForFarmers;
6862,Saxion University of Applied Sciences,Van Deinse Media;
6863,little rocket,Parker Hannifin Benelux;
6864,Little Rocket,ROC van Twente;
6865,Little Rocket,stuur;
6866,Koninklijke Grolsch,oneUp;
6867,Lions Clubs International,Schipper Technisch Handelsburo;
6868,Little Rocket I Data & Digital Innovation,ENTRNCE International;
"6869,Little Rocket,""Vruchtvlees: Digital, Strategy & Design""";
6870,Little Rocket,Bloesem Kinderopvang;
6871,Koninklijke Grolsch,Peak Ace AG;
6872,Little Rocket,CA Coaching en Advies;
6873,Saxion University of Applied Sciences,Twinsense Online Brand Excitement;
6874,Little Rocket,Two Step Web & Marketing;
6875,Little Rocket I Data & Digital Innovation,UMC Utrecht;
6876,Little Rocket,HAO-iCT;
6877,Little Rocket,UNICEF Nederland;
6878,Little Rocket,Wegdam Media Services;
6879,Little Rocket,Awwwesome;
6880,Koninklijke Grolsch,Woost Technologies;
6881,Little Rocket,InSpark | Innovate to Accelerate;
6882,Lions Clubs International,BRYNXZ;
6883,Saxion University of Applied Sciences,ABN AMRO Bank N.V.;
6884,Little Rocket,Enligne b.v. IT Regie Management;
6885,Lions Clubs International,Urban Interest;
6886,Little Rocket,Yours Personeelsdiensten BV;
6887,Little Rocket I Data & Digital Innovation,Howden;
6888,Saxion University of Applied Sciences,Stichting Onderwijsbegeleiding Oost Nederland;
6889,Little Rocket,Contict;
6890,Lions Clubs International,Covebo Uitzendgroep;
6891,Koninklijke Grolsch,Boekbinderij Bonzet;
6892,Little Rocket I Data + digitale innovatie,Palazzo Groep;
6893,Little Rocket | Data + digitale innovatie,Marveld Recreatie B.V.;
6894,Saxion University of Applied Sciences,Rugby Club Nijenrode;
6895,Little Rocket,Segerink Auto en Truckschade BV;
6896,Koninklijke Grolsch,Berg Films;
6897,Lions Clubs International,Belderink Midden Twente Schildersbedrijf Vastgoedonderhoud;
6898,Saxion University of Applied Sciences,Waterschap Vallei en Veluwe;
6899,Little Rocket,Jeroen van der Weide - Praktijk voor gespecialiseerde fysiotherapie;
6900,Saxion University of Applied Sciences,European Research Institute for Chaplains in Healthcare ERICH;
6901,Little Rocket,Redexim;
6902,Koninklijke Grolsch,Morskate Aandrijvingen BV;
6903,Saxion University of Applied Sciences,Kato Group BV;
6904,Little Rocket,Felloo;
6905,Little Rocket | Data + digitale innovatie,TimeKing;
6906,Little Rocket,Monopol Magazin;
6907,Lions Clubs International,GEO4A;
6908,Koninklijke Grolsch,BSR AGENCY;
6909,Little Rocket,Spotler;
6910,Koninklijke Grolsch,HTM Technologies;
6911,Little Rocket,Bravo Beveiliging B.V.;
6912,Little Rocket,Wi4;
6913,Saxion University of Applied Sciences,MyCall Callcenters;
6914,Koninklijke Grolsch,MakersPlatform;
6915,Koninklijke Grolsch,NIBC Bank;
6916,Koninklijke Grolsch,Vitesse Arnhem;
6917,Saxion University of Applied Sciences,TU Delft;
6918,Saxion University of Applied Sciences,Dumont Advies;
6919,Saxion University of Applied Sciences,saxion hogescholen (university of applied studies);
6920,Little Rocket | Data + digitale innovatie,Slijterij Barrique ;
6921,Koninklijke Grolsch,Vrumona;
6922,Little Rocket,Reggeborgh Invest B.V.;
6923,Little Rocket,CIVO Zorgopleiders;
"6924,Saxion University of Applied Sciences,""Hogeschool Utrecht, HU University of Applied Sciences Utrecht""";
6925,Koninklijke Grolsch,TakeAware;
6926,Saxion University of Applied Sciences,Saxion Universities;
6927,Saxion University of Applied Sciences,Saxion Hogeschool - University of Applied Sciences;
6928,Koninklijke Grolsch,ASA Student;
6929,little rocket,Green Orange;
6930,Little Rocket I Data + digitale innovatie,Little Rocket;
6931,Little Rocket | Data + digitale innovatie,Hogeschool Saxion;
6932,little rocket,Wepro Ingenieursbureau;
6933,Koninklijke Grolsch,Self-Employed;
6934,Lions Clubs International,Mazars;
6935,Little Rocket,Bonhoeffer College (Expertisecentrum);
6936,Little Rocket,Hét Ondernemersbelang;
6937,Saxion University of Applied Sciences,Passion for Digital Innovation;
6938,Lions Clubs International,Thijsoft ICT professionals;
6939,Saxion University of Applied Sciences,ENGIE;
6940,Lions Clubs International,Infico;
6941,Little Rocket I Data & Digital Innovation,Datatrics;
6942,Koninklijke Grolsch,KAN ;
6943,Little Rocket,NOGA | Nederlandse Online Gambling Associatie;
6944,Saxion University of Applied Sciences,Iris Sturgeon Coaching & Branding;
6945,Little Rocket,Thales Nederland;
6946,Little Rocket | Data + digitale innovatie,Humanitas Deventer;
6947,Lions Clubs International,RIBW Groep Overijssel;
6948,Saxion University of Applied Sciences,Karuh;
6949,Saxion University of Applied Sciences,Coriotech nv;
6950,Little Rocket,Gastouderbureau Pippi;
6951,Koninklijke Grolsch,Scholengemeenschap Canisius;
6952,Little Rocket I Data & Digital Innovation,De Twentse Zorgcentra;
6953,Little Rocket,Avalanche Studios Group;
6954,Koninklijke Grolsch,DM Equity Partners;
6955,Little Rocket,Nestlé Nespresso SA;
6956,Little Rocket | Data + digitale innovatie,TriviumMeulenbeltZorg;
6957,Koninklijke Grolsch,Nøie;
6958,Little Rocket,Bupa;
6959,Saxion University of Applied Sciences,Emergo Prefab;
6960,Little Rocket I Data & Digital Innovation,Hoffmann Group | Nederland & België;
6961,Saxion University of Applied Sciences,AeronAdvies Marketing & Communicatie;
6962,Saxion University of Applied Sciences,Doop;
6963,Lions Clubs International,Ankersmid Process;
6964,Lions Clubs International,DBZ Strategische Creatie;
6965,Little Rocket,Liberein;
6966,Little Rocket,Jack Manzoor Coaching and Consultancy;
6967,Little Rocket,Geas Energiewacht;
6968,Little Rocket | Data + digitale innovatie,Bouwmensen Almelo;
6969,Saxion University of Applied Sciences,Trendwerk;
6970,Lions Clubs International,LimeGreen;
6971,Saxion University of Applied Sciences,MAC21;
6972,Little Rocket I Data + digitale innovatie,Fame Groep;
6973,Koninklijke Grolsch,PremTech B.V.;
6974,little rocket,Van der Valk Exclusief  ;
6975,Lions Clubs International,Nederlands Lucht- en Ruimtevaartcentrum;
6976,Koninklijke Grolsch,The HEINEKEN Company;
6977,Koninklijke Grolsch,AMS Sourcing BV;
6978,Saxion University of Applied Sciences,Buro feel™ | visuele concepten;
6979,Koninklijke Grolsch,Yacht;
6980,Little Rocket,Stichting Deventer Binnenstadmanagement;
6981,Little Rocket,Publ.sh;
6982,Little Rocket,Eillert & Van Lammeren Advocaten;
6983,Little Rocket I Data & Digital Innovation,Enerpac;
6984,Saxion University of Applied Sciences,Zonduurzaam;
6985,Koninklijke Grolsch,Creasolri Bloemcreaties;
6986,Little Rocket,Platvoet Beveiligingssystemen BV;
6987,Koninklijke Grolsch,QMS Medicosmetics;
6988,Little Rocket I Data & Digital Innovation,Centraal Beheer;
6989,Little Rocket,Mobile Growth Association;
6990,Koninklijke Grolsch,PepsiCo;
6991,little rocket,TriviumMeulenbeltZorg;
6992,Little Rocket,Cota Capital;
6993,Koninklijke Grolsch,E.ON Sverige;
6994,Lions Clubs International,Winza BV;
6995,Little Rocket,NEXR®;
6996,Koninklijke Grolsch,Weed Free Service B.V. ;
6997,Little Rocket,Thuiswinkel.org;
6998,Little Rocket,thepost.nl;
6999,Lions Clubs International,Lions Clubs International;
7000,Koninklijke Grolsch,Kramp;
7001,Little Rocket,Red je Pakketje;
7002,Little Rocket,Beauty Business Club;
7003,Little Rocket,YOUNIQUE Beautycare;
7004,Little Rocket,goingdutch.it;
7005,Little Rocket,Media Doctors;
7006,Saxion University of Applied Sciences,KrabMedia;
7007,Little Rocket,globecom;
7008,Koninklijke Grolsch,Atec Solutions BV;
7009,Lions Clubs International,Snelder Zijlstra Bedrijfsmakelaars v.o.f.;
